Area code,date,value
E07000214,2020-03-16,1
E07000214,2020-03-19,2
E07000214,2020-03-20,3
E07000214,2020-03-21,5
E07000214,2020-03-22,9
E07000214,2020-03-23,11
E07000214,2020-03-25,12
E07000214,2020-03-26,18
E07000214,2020-03-27,22
E07000214,2020-03-28,25
E07000214,2020-03-29,27
E07000214,2020-03-30,37
E07000214,2020-03-31,42
E07000214,2020-04-01,45
E07000214,2020-04-02,51
E07000214,2020-04-03,56
E07000214,2020-04-04,68
E07000214,2020-04-05,82
E07000214,2020-04-06,85
E07000214,2020-04-07,102
E07000214,2020-04-08,109
E07000214,2020-04-10,120
E07000214,2020-04-11,131
E07000214,2020-04-12,138
E07000214,2020-04-13,149
E07000214,2020-04-14,161
E07000214,2020-04-15,168
E07000214,2020-04-16,173
E07000214,2020-04-17,175
E07000214,2020-04-18,188
E07000214,2020-04-19,195
E07000214,2020-04-20,197
E07000214,2020-04-21,201
E07000214,2020-04-22,206
E07000214,2020-04-23,210
E07000214,2020-04-24,219
E07000214,2020-04-25,220
E07000214,2020-04-26,222
E07000214,2020-04-27,225
E07000214,2020-04-28,231
E07000214,2020-04-29,232
E07000214,2020-04-30,233
E07000214,2020-05-01,235
E07000214,2020-05-03,238
E07000214,2020-05-04,239
E07000214,2020-05-05,242
E07000214,2020-05-07,243
E07000214,2020-05-08,245
E07000214,2020-05-10,245
