Area code,date,value
E07000069,2020-03-11,3
E07000069,2020-03-12,4
E07000069,2020-03-14,5
E07000069,2020-03-18,7
E07000069,2020-03-19,8
E07000069,2020-03-21,9
E07000069,2020-03-25,11
E07000069,2020-03-26,14
E07000069,2020-03-27,17
E07000069,2020-03-28,21
E07000069,2020-03-29,25
E07000069,2020-03-30,29
E07000069,2020-03-31,34
E07000069,2020-04-01,42
E07000069,2020-04-02,51
E07000069,2020-04-03,56
E07000069,2020-04-04,62
E07000069,2020-04-05,66
E07000069,2020-04-06,73
E07000069,2020-04-07,76
E07000069,2020-04-08,81
E07000069,2020-04-09,87
E07000069,2020-04-10,89
E07000069,2020-04-11,95
E07000069,2020-04-12,99
E07000069,2020-04-13,101
E07000069,2020-04-14,104
E07000069,2020-04-15,106
E07000069,2020-04-16,108
E07000069,2020-04-17,109
E07000069,2020-04-18,113
E07000069,2020-04-19,114
E07000069,2020-04-21,117
E07000069,2020-04-22,118
E07000069,2020-04-23,122
E07000069,2020-04-24,126
E07000069,2020-04-25,128
E07000069,2020-04-26,130
E07000069,2020-04-27,136
E07000069,2020-04-28,137
E07000069,2020-04-29,139
E07000069,2020-04-30,141
E07000069,2020-05-01,143
E07000069,2020-05-04,146
E07000069,2020-05-06,147
E07000069,2020-05-07,148
E07000069,2020-05-10,148
