Area code,date,value
E07000155,2020-03-11,1
E07000155,2020-03-14,2
E07000155,2020-03-17,4
E07000155,2020-03-19,6
E07000155,2020-03-21,8
E07000155,2020-03-22,10
E07000155,2020-03-23,11
E07000155,2020-03-24,13
E07000155,2020-03-25,15
E07000155,2020-03-26,19
E07000155,2020-03-27,23
E07000155,2020-03-28,24
E07000155,2020-03-29,26
E07000155,2020-03-30,31
E07000155,2020-03-31,35
E07000155,2020-04-01,41
E07000155,2020-04-02,48
E07000155,2020-04-03,53
E07000155,2020-04-04,57
E07000155,2020-04-05,62
E07000155,2020-04-06,69
E07000155,2020-04-08,73
E07000155,2020-04-09,77
E07000155,2020-04-10,82
E07000155,2020-04-11,85
E07000155,2020-04-13,86
E07000155,2020-04-14,90
E07000155,2020-04-15,93
E07000155,2020-04-16,97
E07000155,2020-04-18,99
E07000155,2020-04-19,101
E07000155,2020-04-20,103
E07000155,2020-04-23,105
E07000155,2020-04-24,108
E07000155,2020-04-26,109
E07000155,2020-04-27,110
E07000155,2020-04-28,111
E07000155,2020-05-01,112
E07000155,2020-05-02,114
E07000155,2020-05-06,115
E07000155,2020-05-10,115
