Area code,date,value
E07000096,2020-03-03,1
E07000096,2020-03-06,4
E07000096,2020-03-07,6
E07000096,2020-03-10,7
E07000096,2020-03-11,8
E07000096,2020-03-13,10
E07000096,2020-03-15,14
E07000096,2020-03-16,15
E07000096,2020-03-18,19
E07000096,2020-03-19,24
E07000096,2020-03-20,28
E07000096,2020-03-21,29
E07000096,2020-03-23,41
E07000096,2020-03-24,43
E07000096,2020-03-25,47
E07000096,2020-03-26,51
E07000096,2020-03-27,57
E07000096,2020-03-28,62
E07000096,2020-03-29,64
E07000096,2020-03-30,77
E07000096,2020-03-31,89
E07000096,2020-04-01,95
E07000096,2020-04-02,106
E07000096,2020-04-03,120
E07000096,2020-04-04,124
E07000096,2020-04-05,130
E07000096,2020-04-06,141
E07000096,2020-04-07,150
E07000096,2020-04-08,154
E07000096,2020-04-09,162
E07000096,2020-04-10,172
E07000096,2020-04-11,178
E07000096,2020-04-12,189
E07000096,2020-04-13,197
E07000096,2020-04-14,208
E07000096,2020-04-15,211
E07000096,2020-04-16,221
E07000096,2020-04-17,229
E07000096,2020-04-18,238
E07000096,2020-04-19,241
E07000096,2020-04-20,246
E07000096,2020-04-21,253
E07000096,2020-04-22,255
E07000096,2020-04-23,261
E07000096,2020-04-24,266
E07000096,2020-04-25,270
E07000096,2020-04-26,274
E07000096,2020-04-27,284
E07000096,2020-04-28,289
E07000096,2020-04-29,294
E07000096,2020-04-30,298
E07000096,2020-05-01,302
E07000096,2020-05-02,306
E07000096,2020-05-03,311
E07000096,2020-05-04,314
E07000096,2020-05-05,315
E07000096,2020-05-06,316
E07000096,2020-05-07,317
E07000096,2020-05-10,317
