Area code,date,value
E09000026,2020-02-23,1
E09000026,2020-03-02,2
E09000026,2020-03-13,5
E09000026,2020-03-14,8
E09000026,2020-03-15,13
E09000026,2020-03-16,19
E09000026,2020-03-17,27
E09000026,2020-03-18,39
E09000026,2020-03-19,51
E09000026,2020-03-20,56
E09000026,2020-03-21,66
E09000026,2020-03-22,78
E09000026,2020-03-23,95
E09000026,2020-03-24,106
E09000026,2020-03-25,121
E09000026,2020-03-26,136
E09000026,2020-03-27,157
E09000026,2020-03-28,172
E09000026,2020-03-29,191
E09000026,2020-03-30,216
E09000026,2020-03-31,242
E09000026,2020-04-01,264
E09000026,2020-04-02,292
E09000026,2020-04-03,312
E09000026,2020-04-04,336
E09000026,2020-04-05,358
E09000026,2020-04-06,384
E09000026,2020-04-07,431
E09000026,2020-04-08,460
E09000026,2020-04-09,490
E09000026,2020-04-10,500
E09000026,2020-04-11,511
E09000026,2020-04-12,535
E09000026,2020-04-13,554
E09000026,2020-04-14,568
E09000026,2020-04-15,575
E09000026,2020-04-16,588
E09000026,2020-04-17,595
E09000026,2020-04-18,599
E09000026,2020-04-19,606
E09000026,2020-04-20,621
E09000026,2020-04-21,631
E09000026,2020-04-22,642
E09000026,2020-04-23,648
E09000026,2020-04-24,650
E09000026,2020-04-25,655
E09000026,2020-04-26,656
E09000026,2020-04-27,663
E09000026,2020-04-28,670
E09000026,2020-04-29,674
E09000026,2020-04-30,690
E09000026,2020-05-01,694
E09000026,2020-05-02,696
E09000026,2020-05-03,698
E09000026,2020-05-04,704
E09000026,2020-05-05,723
E09000026,2020-05-06,726
E09000026,2020-05-07,732
E09000026,2020-05-09,733
E09000026,2020-05-10,733
