Area code,date,value
E07000035,2020-03-09,1
E07000035,2020-03-11,3
E07000035,2020-03-16,4
E07000035,2020-03-17,5
E07000035,2020-03-21,9
E07000035,2020-03-22,12
E07000035,2020-03-23,15
E07000035,2020-03-24,18
E07000035,2020-03-25,19
E07000035,2020-03-26,22
E07000035,2020-03-27,24
E07000035,2020-03-28,32
E07000035,2020-03-29,34
E07000035,2020-03-30,42
E07000035,2020-03-31,45
E07000035,2020-04-01,50
E07000035,2020-04-03,51
E07000035,2020-04-04,53
E07000035,2020-04-05,54
E07000035,2020-04-07,57
E07000035,2020-04-08,60
E07000035,2020-04-09,64
E07000035,2020-04-10,66
E07000035,2020-04-12,68
E07000035,2020-04-13,70
E07000035,2020-04-14,78
E07000035,2020-04-15,83
E07000035,2020-04-16,85
E07000035,2020-04-17,87
E07000035,2020-04-19,88
E07000035,2020-04-20,89
E07000035,2020-04-21,91
E07000035,2020-04-22,92
E07000035,2020-04-23,95
E07000035,2020-04-24,96
E07000035,2020-04-25,103
E07000035,2020-04-26,120
E07000035,2020-04-27,124
E07000035,2020-04-28,125
E07000035,2020-04-29,126
E07000035,2020-05-01,127
E07000035,2020-05-02,128
E07000035,2020-05-03,130
E07000035,2020-05-05,133
E07000035,2020-05-06,137
E07000035,2020-05-09,138
E07000035,2020-05-10,138
