Area code,date,value
E07000103,2020-03-08,1
E07000103,2020-03-13,2
E07000103,2020-03-18,3
E07000103,2020-03-21,6
E07000103,2020-03-23,14
E07000103,2020-03-24,24
E07000103,2020-03-25,35
E07000103,2020-03-26,40
E07000103,2020-03-27,47
E07000103,2020-03-28,53
E07000103,2020-03-29,62
E07000103,2020-03-30,71
E07000103,2020-03-31,84
E07000103,2020-04-01,101
E07000103,2020-04-02,114
E07000103,2020-04-03,121
E07000103,2020-04-04,130
E07000103,2020-04-05,139
E07000103,2020-04-06,154
E07000103,2020-04-07,160
E07000103,2020-04-08,173
E07000103,2020-04-09,182
E07000103,2020-04-10,197
E07000103,2020-04-11,204
E07000103,2020-04-12,211
E07000103,2020-04-13,218
E07000103,2020-04-14,229
E07000103,2020-04-15,234
E07000103,2020-04-16,242
E07000103,2020-04-17,250
E07000103,2020-04-18,254
E07000103,2020-04-19,260
E07000103,2020-04-20,269
E07000103,2020-04-21,275
E07000103,2020-04-22,285
E07000103,2020-04-23,293
E07000103,2020-04-24,299
E07000103,2020-04-25,303
E07000103,2020-04-26,304
E07000103,2020-04-27,311
E07000103,2020-04-28,322
E07000103,2020-04-29,330
E07000103,2020-04-30,337
E07000103,2020-05-01,344
E07000103,2020-05-02,346
E07000103,2020-05-03,348
E07000103,2020-05-04,353
E07000103,2020-05-05,354
E07000103,2020-05-06,360
E07000103,2020-05-07,362
E07000103,2020-05-10,362
