Area code,date,value
E09000020,2020-02-27,1
E09000020,2020-02-28,2
E09000020,2020-03-02,6
E09000020,2020-03-04,10
E09000020,2020-03-05,16
E09000020,2020-03-07,17
E09000020,2020-03-08,19
E09000020,2020-03-09,23
E09000020,2020-03-10,33
E09000020,2020-03-11,43
E09000020,2020-03-12,49
E09000020,2020-03-13,52
E09000020,2020-03-14,55
E09000020,2020-03-15,56
E09000020,2020-03-16,62
E09000020,2020-03-17,69
E09000020,2020-03-18,77
E09000020,2020-03-19,82
E09000020,2020-03-20,87
E09000020,2020-03-21,92
E09000020,2020-03-22,98
E09000020,2020-03-23,106
E09000020,2020-03-24,113
E09000020,2020-03-25,127
E09000020,2020-03-26,149
E09000020,2020-03-27,169
E09000020,2020-03-28,178
E09000020,2020-03-29,187
E09000020,2020-03-30,209
E09000020,2020-03-31,227
E09000020,2020-04-01,243
E09000020,2020-04-02,263
E09000020,2020-04-03,278
E09000020,2020-04-04,285
E09000020,2020-04-05,291
E09000020,2020-04-06,302
E09000020,2020-04-07,321
E09000020,2020-04-08,340
E09000020,2020-04-09,358
E09000020,2020-04-10,369
E09000020,2020-04-11,373
E09000020,2020-04-12,376
E09000020,2020-04-13,383
E09000020,2020-04-14,389
E09000020,2020-04-15,393
E09000020,2020-04-16,402
E09000020,2020-04-17,410
E09000020,2020-04-18,416
E09000020,2020-04-20,422
E09000020,2020-04-21,428
E09000020,2020-04-22,445
E09000020,2020-04-23,450
E09000020,2020-04-25,454
E09000020,2020-04-26,455
E09000020,2020-04-27,459
E09000020,2020-04-28,462
E09000020,2020-04-30,466
E09000020,2020-05-01,470
E09000020,2020-05-02,472
E09000020,2020-05-03,473
E09000020,2020-05-04,474
E09000020,2020-05-05,475
E09000020,2020-05-06,476
E09000020,2020-05-07,480
E09000020,2020-05-08,481
E09000020,2020-05-10,481
