Area code,date,value
E08000013,2020-03-11,1
E08000013,2020-03-13,2
E08000013,2020-03-15,3
E08000013,2020-03-18,5
E08000013,2020-03-19,6
E08000013,2020-03-20,10
E08000013,2020-03-21,12
E08000013,2020-03-22,14
E08000013,2020-03-23,18
E08000013,2020-03-24,29
E08000013,2020-03-25,40
E08000013,2020-03-26,52
E08000013,2020-03-27,66
E08000013,2020-03-28,76
E08000013,2020-03-29,96
E08000013,2020-03-30,119
E08000013,2020-03-31,137
E08000013,2020-04-01,166
E08000013,2020-04-02,192
E08000013,2020-04-03,222
E08000013,2020-04-04,252
E08000013,2020-04-05,273
E08000013,2020-04-06,301
E08000013,2020-04-07,332
E08000013,2020-04-08,347
E08000013,2020-04-09,368
E08000013,2020-04-10,380
E08000013,2020-04-11,390
E08000013,2020-04-12,405
E08000013,2020-04-13,414
E08000013,2020-04-14,424
E08000013,2020-04-15,450
E08000013,2020-04-16,473
E08000013,2020-04-17,495
E08000013,2020-04-18,504
E08000013,2020-04-19,507
E08000013,2020-04-20,521
E08000013,2020-04-21,551
E08000013,2020-04-22,562
E08000013,2020-04-23,587
E08000013,2020-04-24,607
E08000013,2020-04-25,618
E08000013,2020-04-26,620
E08000013,2020-04-27,635
E08000013,2020-04-28,652
E08000013,2020-04-29,657
E08000013,2020-04-30,665
E08000013,2020-05-01,677
E08000013,2020-05-02,683
E08000013,2020-05-03,684
E08000013,2020-05-04,685
E08000013,2020-05-05,688
E08000013,2020-05-06,693
E08000013,2020-05-07,696
E08000013,2020-05-10,696
