Area code,date,value
E07000236,2020-02-12,1
E07000236,2020-03-15,3
E07000236,2020-03-18,4
E07000236,2020-03-20,5
E07000236,2020-03-21,8
E07000236,2020-03-22,10
E07000236,2020-03-23,11
E07000236,2020-03-24,13
E07000236,2020-03-25,18
E07000236,2020-03-26,20
E07000236,2020-03-27,22
E07000236,2020-03-28,26
E07000236,2020-03-29,32
E07000236,2020-03-30,41
E07000236,2020-03-31,48
E07000236,2020-04-01,51
E07000236,2020-04-02,55
E07000236,2020-04-03,59
E07000236,2020-04-05,62
E07000236,2020-04-06,67
E07000236,2020-04-07,74
E07000236,2020-04-08,78
E07000236,2020-04-09,90
E07000236,2020-04-10,98
E07000236,2020-04-11,105
E07000236,2020-04-12,108
E07000236,2020-04-13,115
E07000236,2020-04-14,126
E07000236,2020-04-15,133
E07000236,2020-04-16,140
E07000236,2020-04-17,149
E07000236,2020-04-18,154
E07000236,2020-04-19,156
E07000236,2020-04-20,161
E07000236,2020-04-21,167
E07000236,2020-04-22,170
E07000236,2020-04-23,174
E07000236,2020-04-24,179
E07000236,2020-04-25,181
E07000236,2020-04-26,184
E07000236,2020-04-27,185
E07000236,2020-04-28,187
E07000236,2020-04-29,188
E07000236,2020-04-30,189
E07000236,2020-05-03,190
E07000236,2020-05-04,192
E07000236,2020-05-05,196
E07000236,2020-05-06,198
E07000236,2020-05-07,201
E07000236,2020-05-08,203
E07000236,2020-05-10,203
