Area code,date,value
E09000017,2020-03-02,1
E09000017,2020-03-04,2
E09000017,2020-03-05,4
E09000017,2020-03-08,6
E09000017,2020-03-10,8
E09000017,2020-03-11,10
E09000017,2020-03-12,14
E09000017,2020-03-13,17
E09000017,2020-03-14,18
E09000017,2020-03-15,23
E09000017,2020-03-16,32
E09000017,2020-03-17,48
E09000017,2020-03-18,53
E09000017,2020-03-19,66
E09000017,2020-03-20,77
E09000017,2020-03-21,86
E09000017,2020-03-22,96
E09000017,2020-03-23,113
E09000017,2020-03-24,131
E09000017,2020-03-25,148
E09000017,2020-03-26,168
E09000017,2020-03-27,194
E09000017,2020-03-28,205
E09000017,2020-03-29,223
E09000017,2020-03-30,242
E09000017,2020-03-31,275
E09000017,2020-04-01,296
E09000017,2020-04-02,313
E09000017,2020-04-03,357
E09000017,2020-04-04,374
E09000017,2020-04-05,390
E09000017,2020-04-06,413
E09000017,2020-04-07,440
E09000017,2020-04-08,458
E09000017,2020-04-09,490
E09000017,2020-04-10,510
E09000017,2020-04-11,527
E09000017,2020-04-12,538
E09000017,2020-04-13,554
E09000017,2020-04-14,571
E09000017,2020-04-15,585
E09000017,2020-04-16,599
E09000017,2020-04-17,618
E09000017,2020-04-18,634
E09000017,2020-04-19,644
E09000017,2020-04-20,665
E09000017,2020-04-21,677
E09000017,2020-04-22,688
E09000017,2020-04-23,694
E09000017,2020-04-24,702
E09000017,2020-04-25,704
E09000017,2020-04-26,708
E09000017,2020-04-27,715
E09000017,2020-04-28,722
E09000017,2020-04-29,727
E09000017,2020-04-30,730
E09000017,2020-05-01,734
E09000017,2020-05-02,738
E09000017,2020-05-03,740
E09000017,2020-05-04,744
E09000017,2020-05-05,749
E09000017,2020-05-06,750
E09000017,2020-05-07,756
E09000017,2020-05-10,756
