Area code,date,value
E06000021,2020-03-12,2
E06000021,2020-03-14,3
E06000021,2020-03-17,4
E06000021,2020-03-18,5
E06000021,2020-03-19,6
E06000021,2020-03-20,7
E06000021,2020-03-21,9
E06000021,2020-03-22,11
E06000021,2020-03-23,15
E06000021,2020-03-24,20
E06000021,2020-03-25,25
E06000021,2020-03-26,30
E06000021,2020-03-27,33
E06000021,2020-03-28,37
E06000021,2020-03-29,54
E06000021,2020-03-30,68
E06000021,2020-03-31,71
E06000021,2020-04-01,88
E06000021,2020-04-02,97
E06000021,2020-04-03,108
E06000021,2020-04-04,114
E06000021,2020-04-05,121
E06000021,2020-04-06,125
E06000021,2020-04-07,136
E06000021,2020-04-08,154
E06000021,2020-04-09,165
E06000021,2020-04-10,189
E06000021,2020-04-11,201
E06000021,2020-04-12,211
E06000021,2020-04-13,226
E06000021,2020-04-14,240
E06000021,2020-04-15,254
E06000021,2020-04-16,265
E06000021,2020-04-17,281
E06000021,2020-04-18,293
E06000021,2020-04-19,304
E06000021,2020-04-20,320
E06000021,2020-04-21,340
E06000021,2020-04-22,353
E06000021,2020-04-23,375
E06000021,2020-04-24,396
E06000021,2020-04-25,408
E06000021,2020-04-26,416
E06000021,2020-04-27,433
E06000021,2020-04-28,457
E06000021,2020-04-29,469
E06000021,2020-04-30,490
E06000021,2020-05-01,507
E06000021,2020-05-02,523
E06000021,2020-05-03,533
E06000021,2020-05-04,547
E06000021,2020-05-05,564
E06000021,2020-05-06,589
E06000021,2020-05-07,607
E06000021,2020-05-08,614
E06000021,2020-05-09,615
E06000021,2020-05-10,616
