Area code,date,value
E07000079,2020-02-26,1
E07000079,2020-03-01,2
E07000079,2020-03-11,4
E07000079,2020-03-13,5
E07000079,2020-03-15,6
E07000079,2020-03-16,7
E07000079,2020-03-17,8
E07000079,2020-03-18,10
E07000079,2020-03-20,11
E07000079,2020-03-22,12
E07000079,2020-03-23,13
E07000079,2020-03-25,17
E07000079,2020-03-26,20
E07000079,2020-03-27,25
E07000079,2020-03-28,28
E07000079,2020-03-29,29
E07000079,2020-03-30,33
E07000079,2020-03-31,36
E07000079,2020-04-01,39
E07000079,2020-04-02,40
E07000079,2020-04-03,47
E07000079,2020-04-04,48
E07000079,2020-04-05,50
E07000079,2020-04-06,54
E07000079,2020-04-07,59
E07000079,2020-04-08,63
E07000079,2020-04-09,71
E07000079,2020-04-10,77
E07000079,2020-04-11,81
E07000079,2020-04-12,86
E07000079,2020-04-13,90
E07000079,2020-04-14,91
E07000079,2020-04-15,93
E07000079,2020-04-16,97
E07000079,2020-04-17,98
E07000079,2020-04-18,104
E07000079,2020-04-19,107
E07000079,2020-04-20,109
E07000079,2020-04-21,111
E07000079,2020-04-22,113
E07000079,2020-04-23,118
E07000079,2020-04-24,121
E07000079,2020-04-27,130
E07000079,2020-04-28,132
E07000079,2020-04-29,134
E07000079,2020-05-01,135
E07000079,2020-05-02,136
E07000079,2020-05-03,137
E07000079,2020-05-04,140
E07000079,2020-05-05,146
E07000079,2020-05-06,148
E07000079,2020-05-07,150
E07000079,2020-05-08,151
E07000079,2020-05-10,151
