Area code,date,value
E08000017,2020-03-10,2
E08000017,2020-03-16,4
E08000017,2020-03-17,6
E08000017,2020-03-18,7
E08000017,2020-03-19,11
E08000017,2020-03-20,15
E08000017,2020-03-22,23
E08000017,2020-03-23,26
E08000017,2020-03-24,35
E08000017,2020-03-25,46
E08000017,2020-03-26,55
E08000017,2020-03-27,59
E08000017,2020-03-28,78
E08000017,2020-03-29,94
E08000017,2020-03-30,113
E08000017,2020-03-31,127
E08000017,2020-04-01,144
E08000017,2020-04-02,155
E08000017,2020-04-03,171
E08000017,2020-04-04,178
E08000017,2020-04-06,179
E08000017,2020-04-07,187
E08000017,2020-04-08,202
E08000017,2020-04-09,227
E08000017,2020-04-10,231
E08000017,2020-04-11,239
E08000017,2020-04-12,247
E08000017,2020-04-13,257
E08000017,2020-04-14,260
E08000017,2020-04-15,280
E08000017,2020-04-16,301
E08000017,2020-04-17,320
E08000017,2020-04-18,338
E08000017,2020-04-19,345
E08000017,2020-04-20,359
E08000017,2020-04-21,367
E08000017,2020-04-22,384
E08000017,2020-04-23,404
E08000017,2020-04-24,440
E08000017,2020-04-25,446
E08000017,2020-04-26,464
E08000017,2020-04-27,472
E08000017,2020-04-28,481
E08000017,2020-04-29,510
E08000017,2020-04-30,532
E08000017,2020-05-01,563
E08000017,2020-05-02,576
E08000017,2020-05-03,589
E08000017,2020-05-04,590
E08000017,2020-05-05,591
E08000017,2020-05-10,591
