Area code,date,value
E08000022,2020-03-05,1
E08000022,2020-03-09,2
E08000022,2020-03-13,5
E08000022,2020-03-14,6
E08000022,2020-03-16,7
E08000022,2020-03-17,8
E08000022,2020-03-18,11
E08000022,2020-03-19,14
E08000022,2020-03-20,17
E08000022,2020-03-22,19
E08000022,2020-03-23,23
E08000022,2020-03-24,27
E08000022,2020-03-25,31
E08000022,2020-03-26,37
E08000022,2020-03-27,48
E08000022,2020-03-28,65
E08000022,2020-03-29,72
E08000022,2020-03-30,75
E08000022,2020-03-31,94
E08000022,2020-04-01,129
E08000022,2020-04-02,143
E08000022,2020-04-03,156
E08000022,2020-04-04,180
E08000022,2020-04-05,198
E08000022,2020-04-06,230
E08000022,2020-04-07,256
E08000022,2020-04-08,274
E08000022,2020-04-09,290
E08000022,2020-04-10,298
E08000022,2020-04-11,314
E08000022,2020-04-12,321
E08000022,2020-04-13,335
E08000022,2020-04-14,346
E08000022,2020-04-15,357
E08000022,2020-04-16,367
E08000022,2020-04-17,379
E08000022,2020-04-18,396
E08000022,2020-04-19,400
E08000022,2020-04-20,407
E08000022,2020-04-21,413
E08000022,2020-04-22,428
E08000022,2020-04-23,437
E08000022,2020-04-24,446
E08000022,2020-04-25,448
E08000022,2020-04-26,450
E08000022,2020-04-27,458
E08000022,2020-04-28,461
E08000022,2020-04-29,468
E08000022,2020-04-30,484
E08000022,2020-05-01,493
E08000022,2020-05-03,495
E08000022,2020-05-04,496
E08000022,2020-05-05,505
E08000022,2020-05-06,510
E08000022,2020-05-07,513
E08000022,2020-05-08,523
E08000022,2020-05-09,528
E08000022,2020-05-10,528
