Area code,date,value
E07000143,2020-03-13,1
E07000143,2020-03-16,2
E07000143,2020-03-18,3
E07000143,2020-03-20,4
E07000143,2020-03-22,6
E07000143,2020-03-23,10
E07000143,2020-03-24,12
E07000143,2020-03-25,15
E07000143,2020-03-26,19
E07000143,2020-03-27,22
E07000143,2020-03-28,25
E07000143,2020-03-29,28
E07000143,2020-03-30,35
E07000143,2020-03-31,41
E07000143,2020-04-01,44
E07000143,2020-04-02,47
E07000143,2020-04-03,50
E07000143,2020-04-04,58
E07000143,2020-04-05,65
E07000143,2020-04-06,69
E07000143,2020-04-07,74
E07000143,2020-04-08,79
E07000143,2020-04-09,85
E07000143,2020-04-10,89
E07000143,2020-04-11,98
E07000143,2020-04-12,102
E07000143,2020-04-13,110
E07000143,2020-04-14,118
E07000143,2020-04-15,127
E07000143,2020-04-16,130
E07000143,2020-04-17,135
E07000143,2020-04-18,141
E07000143,2020-04-19,150
E07000143,2020-04-20,153
E07000143,2020-04-21,155
E07000143,2020-04-22,165
E07000143,2020-04-23,174
E07000143,2020-04-24,181
E07000143,2020-04-25,185
E07000143,2020-04-26,190
E07000143,2020-04-27,192
E07000143,2020-04-28,203
E07000143,2020-04-29,210
E07000143,2020-04-30,217
E07000143,2020-05-01,224
E07000143,2020-05-02,230
E07000143,2020-05-03,232
E07000143,2020-05-04,234
E07000143,2020-05-05,237
E07000143,2020-05-07,242
E07000143,2020-05-08,246
E07000143,2020-05-09,247
E07000143,2020-05-10,247
