Area code,date,value
E07000221,2020-03-10,1
E07000221,2020-03-12,2
E07000221,2020-03-15,3
E07000221,2020-03-16,5
E07000221,2020-03-17,7
E07000221,2020-03-18,11
E07000221,2020-03-19,15
E07000221,2020-03-20,17
E07000221,2020-03-22,19
E07000221,2020-03-23,26
E07000221,2020-03-24,29
E07000221,2020-03-25,31
E07000221,2020-03-26,39
E07000221,2020-03-27,46
E07000221,2020-03-28,51
E07000221,2020-03-29,53
E07000221,2020-03-30,66
E07000221,2020-03-31,73
E07000221,2020-04-01,78
E07000221,2020-04-02,86
E07000221,2020-04-03,95
E07000221,2020-04-04,103
E07000221,2020-04-05,114
E07000221,2020-04-06,122
E07000221,2020-04-07,131
E07000221,2020-04-08,138
E07000221,2020-04-09,152
E07000221,2020-04-10,159
E07000221,2020-04-11,169
E07000221,2020-04-12,173
E07000221,2020-04-13,177
E07000221,2020-04-14,182
E07000221,2020-04-15,189
E07000221,2020-04-16,197
E07000221,2020-04-17,204
E07000221,2020-04-18,226
E07000221,2020-04-19,245
E07000221,2020-04-20,253
E07000221,2020-04-21,256
E07000221,2020-04-22,266
E07000221,2020-04-23,274
E07000221,2020-04-24,283
E07000221,2020-04-25,299
E07000221,2020-04-26,301
E07000221,2020-04-27,312
E07000221,2020-04-28,326
E07000221,2020-04-29,327
E07000221,2020-04-30,330
E07000221,2020-05-01,335
E07000221,2020-05-02,340
E07000221,2020-05-03,341
E07000221,2020-05-05,343
E07000221,2020-05-06,344
E07000221,2020-05-07,346
E07000221,2020-05-08,347
E07000221,2020-05-10,347
