Area code,date,value
E07000167,2020-03-09,1
E07000167,2020-03-17,2
E07000167,2020-03-21,3
E07000167,2020-03-22,5
E07000167,2020-03-23,6
E07000167,2020-03-24,9
E07000167,2020-03-25,10
E07000167,2020-03-26,11
E07000167,2020-03-27,12
E07000167,2020-03-28,13
E07000167,2020-03-30,15
E07000167,2020-04-01,18
E07000167,2020-04-02,19
E07000167,2020-04-03,22
E07000167,2020-04-04,23
E07000167,2020-04-05,24
E07000167,2020-04-06,27
E07000167,2020-04-07,28
E07000167,2020-04-08,30
E07000167,2020-04-09,34
E07000167,2020-04-10,35
E07000167,2020-04-11,37
E07000167,2020-04-12,38
E07000167,2020-04-13,40
E07000167,2020-04-15,41
E07000167,2020-04-16,42
E07000167,2020-04-18,43
E07000167,2020-04-21,44
E07000167,2020-04-22,47
E07000167,2020-04-23,49
E07000167,2020-04-24,52
E07000167,2020-04-26,53
E07000167,2020-04-27,55
E07000167,2020-04-28,58
E07000167,2020-04-30,61
E07000167,2020-05-01,62
E07000167,2020-05-02,63
E07000167,2020-05-03,64
E07000167,2020-05-04,65
E07000167,2020-05-06,67
E07000167,2020-05-07,70
E07000167,2020-05-10,70
