Area code,date,value
E07000228,2020-03-11,1
E07000228,2020-03-13,3
E07000228,2020-03-14,4
E07000228,2020-03-16,6
E07000228,2020-03-17,7
E07000228,2020-03-18,8
E07000228,2020-03-19,10
E07000228,2020-03-20,13
E07000228,2020-03-22,16
E07000228,2020-03-23,22
E07000228,2020-03-24,30
E07000228,2020-03-25,37
E07000228,2020-03-26,39
E07000228,2020-03-27,43
E07000228,2020-03-28,46
E07000228,2020-03-29,50
E07000228,2020-03-30,57
E07000228,2020-03-31,67
E07000228,2020-04-01,74
E07000228,2020-04-02,79
E07000228,2020-04-03,93
E07000228,2020-04-04,104
E07000228,2020-04-05,111
E07000228,2020-04-06,123
E07000228,2020-04-07,136
E07000228,2020-04-08,145
E07000228,2020-04-09,155
E07000228,2020-04-10,168
E07000228,2020-04-11,172
E07000228,2020-04-12,176
E07000228,2020-04-13,183
E07000228,2020-04-14,186
E07000228,2020-04-15,191
E07000228,2020-04-16,200
E07000228,2020-04-17,210
E07000228,2020-04-18,215
E07000228,2020-04-19,216
E07000228,2020-04-20,218
E07000228,2020-04-21,222
E07000228,2020-04-22,225
E07000228,2020-04-23,233
E07000228,2020-04-24,241
E07000228,2020-04-25,245
E07000228,2020-04-26,246
E07000228,2020-04-27,247
E07000228,2020-04-28,254
E07000228,2020-04-29,265
E07000228,2020-04-30,266
E07000228,2020-05-01,269
E07000228,2020-05-02,271
E07000228,2020-05-03,272
E07000228,2020-05-04,275
E07000228,2020-05-05,277
E07000228,2020-05-10,277
