Area code,date,value
E06000005,2020-03-06,1
E06000005,2020-03-12,2
E06000005,2020-03-19,3
E06000005,2020-03-23,4
E06000005,2020-03-24,6
E06000005,2020-03-25,9
E06000005,2020-03-26,12
E06000005,2020-03-27,14
E06000005,2020-03-28,16
E06000005,2020-03-29,17
E06000005,2020-03-30,26
E06000005,2020-03-31,28
E06000005,2020-04-01,32
E06000005,2020-04-02,37
E06000005,2020-04-03,43
E06000005,2020-04-04,53
E06000005,2020-04-05,55
E06000005,2020-04-06,76
E06000005,2020-04-07,87
E06000005,2020-04-08,107
E06000005,2020-04-09,121
E06000005,2020-04-10,125
E06000005,2020-04-11,134
E06000005,2020-04-12,149
E06000005,2020-04-13,153
E06000005,2020-04-14,160
E06000005,2020-04-15,170
E06000005,2020-04-16,175
E06000005,2020-04-17,181
E06000005,2020-04-18,189
E06000005,2020-04-19,194
E06000005,2020-04-20,207
E06000005,2020-04-21,217
E06000005,2020-04-22,223
E06000005,2020-04-23,231
E06000005,2020-04-24,239
E06000005,2020-04-25,244
E06000005,2020-04-26,246
E06000005,2020-04-27,267
E06000005,2020-04-28,273
E06000005,2020-04-29,284
E06000005,2020-04-30,291
E06000005,2020-05-01,297
E06000005,2020-05-02,303
E06000005,2020-05-04,317
E06000005,2020-05-05,321
E06000005,2020-05-06,325
E06000005,2020-05-07,326
E06000005,2020-05-08,327
E06000005,2020-05-09,330
E06000005,2020-05-10,330
