Area code,date,value
E09000016,2020-03-06,2
E09000016,2020-03-09,3
E09000016,2020-03-11,5
E09000016,2020-03-12,6
E09000016,2020-03-13,7
E09000016,2020-03-14,9
E09000016,2020-03-15,13
E09000016,2020-03-16,15
E09000016,2020-03-17,18
E09000016,2020-03-18,29
E09000016,2020-03-19,36
E09000016,2020-03-20,40
E09000016,2020-03-21,46
E09000016,2020-03-22,59
E09000016,2020-03-23,69
E09000016,2020-03-24,85
E09000016,2020-03-25,98
E09000016,2020-03-26,109
E09000016,2020-03-27,119
E09000016,2020-03-28,125
E09000016,2020-03-29,135
E09000016,2020-03-30,151
E09000016,2020-03-31,177
E09000016,2020-04-01,206
E09000016,2020-04-02,236
E09000016,2020-04-03,268
E09000016,2020-04-04,289
E09000016,2020-04-05,309
E09000016,2020-04-06,331
E09000016,2020-04-07,364
E09000016,2020-04-08,395
E09000016,2020-04-09,420
E09000016,2020-04-10,446
E09000016,2020-04-11,464
E09000016,2020-04-12,483
E09000016,2020-04-13,500
E09000016,2020-04-14,514
E09000016,2020-04-15,530
E09000016,2020-04-16,549
E09000016,2020-04-17,557
E09000016,2020-04-18,566
E09000016,2020-04-19,576
E09000016,2020-04-20,587
E09000016,2020-04-21,593
E09000016,2020-04-22,603
E09000016,2020-04-23,611
E09000016,2020-04-24,618
E09000016,2020-04-25,623
E09000016,2020-04-26,624
E09000016,2020-04-27,632
E09000016,2020-04-28,634
E09000016,2020-04-29,636
E09000016,2020-04-30,640
E09000016,2020-05-01,657
E09000016,2020-05-02,661
E09000016,2020-05-03,663
E09000016,2020-05-04,672
E09000016,2020-05-05,677
E09000016,2020-05-06,679
E09000016,2020-05-10,679
