Area code,date,value
E07000011,2020-03-13,1
E07000011,2020-03-16,2
E07000011,2020-03-18,6
E07000011,2020-03-20,8
E07000011,2020-03-21,13
E07000011,2020-03-22,14
E07000011,2020-03-23,18
E07000011,2020-03-24,21
E07000011,2020-03-25,27
E07000011,2020-03-26,30
E07000011,2020-03-27,35
E07000011,2020-03-28,37
E07000011,2020-03-29,40
E07000011,2020-03-30,47
E07000011,2020-03-31,53
E07000011,2020-04-01,56
E07000011,2020-04-02,60
E07000011,2020-04-03,66
E07000011,2020-04-04,71
E07000011,2020-04-05,74
E07000011,2020-04-06,78
E07000011,2020-04-07,85
E07000011,2020-04-08,92
E07000011,2020-04-09,102
E07000011,2020-04-10,110
E07000011,2020-04-11,111
E07000011,2020-04-12,113
E07000011,2020-04-13,118
E07000011,2020-04-14,121
E07000011,2020-04-15,123
E07000011,2020-04-16,133
E07000011,2020-04-17,138
E07000011,2020-04-18,140
E07000011,2020-04-19,146
E07000011,2020-04-20,155
E07000011,2020-04-21,166
E07000011,2020-04-22,172
E07000011,2020-04-23,180
E07000011,2020-04-24,185
E07000011,2020-04-25,192
E07000011,2020-04-26,200
E07000011,2020-04-27,206
E07000011,2020-04-28,224
E07000011,2020-04-29,236
E07000011,2020-04-30,248
E07000011,2020-05-01,260
E07000011,2020-05-02,268
E07000011,2020-05-03,272
E07000011,2020-05-04,281
E07000011,2020-05-05,287
E07000011,2020-05-10,287
