Area code,date,value
E07000006,2020-03-06,1
E07000006,2020-03-10,2
E07000006,2020-03-11,3
E07000006,2020-03-12,7
E07000006,2020-03-13,8
E07000006,2020-03-14,9
E07000006,2020-03-15,10
E07000006,2020-03-16,13
E07000006,2020-03-17,15
E07000006,2020-03-18,16
E07000006,2020-03-19,19
E07000006,2020-03-20,21
E07000006,2020-03-21,22
E07000006,2020-03-22,29
E07000006,2020-03-23,31
E07000006,2020-03-24,34
E07000006,2020-03-25,38
E07000006,2020-03-26,39
E07000006,2020-03-27,43
E07000006,2020-03-28,49
E07000006,2020-03-29,51
E07000006,2020-03-30,59
E07000006,2020-03-31,64
E07000006,2020-04-01,67
E07000006,2020-04-02,69
E07000006,2020-04-03,71
E07000006,2020-04-04,73
E07000006,2020-04-05,75
E07000006,2020-04-06,78
E07000006,2020-04-07,83
E07000006,2020-04-08,90
E07000006,2020-04-09,92
E07000006,2020-04-10,95
E07000006,2020-04-11,98
E07000006,2020-04-12,100
E07000006,2020-04-13,103
E07000006,2020-04-14,106
E07000006,2020-04-15,109
E07000006,2020-04-16,113
E07000006,2020-04-17,115
E07000006,2020-04-18,117
E07000006,2020-04-19,118
E07000006,2020-04-20,120
E07000006,2020-04-21,121
E07000006,2020-04-22,125
E07000006,2020-04-24,126
E07000006,2020-04-25,129
E07000006,2020-04-26,132
E07000006,2020-04-28,133
E07000006,2020-04-30,134
E07000006,2020-05-01,136
E07000006,2020-05-02,137
E07000006,2020-05-04,139
E07000006,2020-05-07,140
E07000006,2020-05-10,140
