,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,198,22.0,0.0,67.0,,-21.0,,-14.0,10.0,19.0,-6.0,-8.0,0.0
1,199,21.0,13.0,,-30.0,-33.0,5.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
2,200,26.0,13.0,,-37.0,-32.0,12.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
3,201,32.0,16.0,,-34.0,-33.0,3.0,1.0,16.0,47.0,-20.0,-30.0,6.0
4,202,25.0,12.0,74.0,-30.0,-30.0,3.0,8.0,18.0,65.0,-17.0,-29.0,5.0
5,203,14.0,8.0,,-26.0,-31.0,3.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
6,204,12.0,10.0,86.0,-29.0,-18.0,-1.0,-11.0,7.0,104.0,10.0,-8.0,0.0
7,205,19.0,2.0,86.0,,-27.0,,-11.0,4.0,13.0,-6.0,-8.0,1.0
8,206,22.0,12.0,,-35.0,-33.0,5.0,12.0,17.0,76.0,-12.0,-39.0,8.0
9,207,34.0,14.0,,-31.0,-32.0,4.0,11.0,16.0,81.0,-9.0,-38.0,6.0
10,208,37.0,15.0,,-44.0,-31.0,4.0,8.0,14.0,85.0,-46.0,-38.0,7.0
11,209,38.0,17.0,,-35.0,-33.0,2.0,11.0,17.0,79.0,-23.0,-37.0,7.0
12,210,27.0,12.0,,-22.0,-34.0,2.0,1.0,12.0,46.0,-11.0,-40.0,5.0
13,211,21.0,13.0,96.0,-30.0,-22.0,-1.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
14,212,38.0,8.0,94.0,,-20.0,,-7.0,9.0,22.0,-10.0,-9.0,0.0
15,213,35.0,19.0,,-29.0,-33.0,3.0,11.0,15.0,102.0,-14.0,-43.0,6.0
16,214,40.0,18.0,,-31.0,-31.0,4.0,15.0,17.0,91.0,-18.0,-40.0,7.0
