,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,195,16.0,30.0,126.0,31.0,-28.0,3.0,1.0,14.0,59.0,-18.0,-31.0,6.0
1,196,9.0,20.0,118.0,40.0,-23.0,3.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
2,197,12.0,34.0,142.0,61.0,-12.0,0.0,-15.0,11.0,25.0,-4.0,-11.0,-1.0
3,198,20.0,30.0,145.0,66.0,-13.0,-1.0,-14.0,10.0,19.0,-6.0,-8.0,0.0
4,199,19.0,38.0,148.0,61.0,-26.0,5.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
5,200,12.0,36.0,112.0,14.0,-28.0,12.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
6,201,20.0,39.0,132.0,22.0,-24.0,4.0,1.0,16.0,47.0,-20.0,-30.0,6.0
7,202,24.0,36.0,134.0,25.0,-25.0,3.0,8.0,18.0,65.0,-17.0,-29.0,5.0
8,203,15.0,29.0,115.0,42.0,-22.0,3.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
9,204,3.0,27.0,103.0,59.0,-10.0,2.0,-11.0,7.0,104.0,10.0,-8.0,0.0
10,205,10.0,24.0,124.0,51.0,-11.0,1.0,-11.0,4.0,13.0,-6.0,-8.0,1.0
11,206,19.0,42.0,144.0,54.0,-24.0,4.0,12.0,17.0,76.0,-12.0,-39.0,8.0
12,207,22.0,43.0,144.0,20.0,-25.0,3.0,11.0,16.0,81.0,-9.0,-38.0,6.0
13,208,22.0,43.0,161.0,22.0,-25.0,4.0,8.0,14.0,85.0,-46.0,-38.0,7.0
14,209,23.0,41.0,129.0,35.0,-26.0,4.0,11.0,17.0,79.0,-23.0,-37.0,7.0
15,210,21.0,38.0,139.0,47.0,-24.0,3.0,1.0,12.0,46.0,-11.0,-40.0,5.0
16,211,15.0,36.0,168.0,52.0,-13.0,1.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
17,212,23.0,34.0,203.0,62.0,-10.0,-1.0,-7.0,9.0,22.0,-10.0,-9.0,0.0
18,213,25.0,46.0,153.0,62.0,-25.0,3.0,11.0,15.0,102.0,-14.0,-43.0,6.0
19,214,26.0,45.0,141.0,23.0,-24.0,4.0,15.0,17.0,91.0,-18.0,-40.0,7.0
20,215,19.0,44.0,141.0,18.0,-24.0,4.0,9.0,14.0,79.0,-16.0,-38.0,6.0
21,216,21.0,43.0,151.0,27.0,-26.0,3.0,14.0,18.0,71.0,-17.0,-40.0,6.0
22,217,14.0,36.0,149.0,33.0,-23.0,3.0,-3.0,9.0,27.0,-16.0,-41.0,5.0
23,218,12.0,34.0,150.0,49.0,-11.0,-1.0,-11.0,7.0,23.0,-5.0,-13.0,-1.0
24,219,15.0,29.0,159.0,53.0,-11.0,-1.0,-7.0,9.0,41.0,-2.0,-13.0,-1.0
25,220,22.0,46.0,189.0,50.0,-21.0,2.0,11.0,17.0,73.0,-14.0,-43.0,6.0
26,221,25.0,44.0,160.0,19.0,-22.0,2.0,13.0,19.0,84.0,-17.0,-40.0,5.0
27,222,19.0,45.0,178.0,18.0,-22.0,3.0,7.0,14.0,61.0,-21.0,-40.0,6.0
28,223,18.0,43.0,180.0,26.0,-23.0,3.0,5.0,15.0,63.0,-20.0,-40.0,6.0
29,224,11.0,42.0,175.0,41.0,-19.0,2.0,-8.0,9.0,30.0,-15.0,-42.0,5.0
30,225,5.0,41.0,195.0,45.0,-8.0,-1.0,-20.0,1.0,10.0,-30.0,-16.0,0.0
31,226,11.0,32.0,183.0,57.0,-11.0,-1.0,-12.0,6.0,23.0,-14.0,-15.0,0.0
32,227,22.0,40.0,136.0,45.0,-22.0,5.0,8.0,15.0,59.0,-16.0,-42.0,8.0
33,228,31.0,38.0,116.0,16.0,-21.0,5.0,13.0,17.0,68.0,-18.0,-41.0,9.0
34,229,27.0,38.0,149.0,16.0,-20.0,6.0,12.0,13.0,159.0,-9.0,-38.0,8.0
35,230,24.0,35.0,117.0,23.0,-20.0,6.0,10.0,15.0,178.0,-48.0,-40.0,9.0
36,231,22.0,33.0,137.0,37.0,-14.0,5.0,-3.0,10.0,113.0,-10.0,-41.0,7.0
37,232,18.0,35.0,112.0,40.0,-10.0,4.0,-13.0,6.0,79.0,-39.0,-15.0,2.0
38,233,32.0,33.0,189.0,54.0,-8.0,1.0,-7.0,6.0,31.0,-14.0,-12.0,0.0
39,234,27.0,40.0,122.0,43.0,-12.0,6.0,11.0,15.0,60.0,-15.0,-44.0,9.0
40,235,34.0,43.0,123.0,17.0,-11.0,5.0,14.0,18.0,83.0,-17.0,-41.0,8.0
41,236,34.0,42.0,132.0,32.0,-12.0,5.0,11.0,14.0,55.0,-20.0,-40.0,8.0
42,237,35.0,41.0,153.0,42.0,-14.0,5.0,12.0,17.0,51.0,-21.0,-40.0,8.0
