,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,199,15.0,16.0,,-12.0,-34.0,8.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
1,200,19.0,12.0,,-9.0,-33.0,13.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
2,201,23.0,7.0,,-13.0,-31.0,4.0,1.0,16.0,47.0,-20.0,-30.0,6.0
3,202,13.0,7.0,,-13.0,-32.0,5.0,8.0,18.0,65.0,-17.0,-29.0,5.0
4,203,18.0,5.0,,-13.0,-32.0,4.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
5,204,3.0,6.0,64.0,-7.0,-12.0,0.0,-11.0,7.0,104.0,10.0,-8.0,0.0
6,205,12.0,-8.0,58.0,0.0,-14.0,,-11.0,4.0,13.0,-6.0,-8.0,1.0
7,206,15.0,5.0,,-13.0,-37.0,7.0,12.0,17.0,76.0,-12.0,-39.0,8.0
8,207,18.0,20.0,,-13.0,-33.0,5.0,11.0,16.0,81.0,-9.0,-38.0,6.0
9,208,23.0,14.0,,-30.0,-31.0,5.0,8.0,14.0,85.0,-46.0,-38.0,7.0
10,209,15.0,18.0,,-24.0,-31.0,5.0,11.0,17.0,79.0,-23.0,-37.0,7.0
11,210,21.0,15.0,,-20.0,-31.0,4.0,1.0,12.0,46.0,-11.0,-40.0,5.0
12,211,5.0,19.0,105.0,-15.0,-11.0,-1.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
13,212,20.0,12.0,,-12.0,-9.0,,-7.0,9.0,22.0,-10.0,-9.0,0.0
14,213,24.0,20.0,,-17.0,-32.0,5.0,11.0,15.0,102.0,-14.0,-43.0,6.0
