,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,115,-3.0,7.0,,-27.0,-18.0,5.0,-5.0,10.0,16.0,-20.0,-29.0,6.0
1,116,0.0,6.0,,-26.0,-15.0,5.0,-4.0,11.0,23.0,-23.0,-27.0,5.0
2,117,0.0,8.0,,-28.0,-15.0,5.0,-6.0,9.0,21.0,-23.0,-25.0,5.0
3,118,-1.0,6.0,,-30.0,-15.0,5.0,-2.0,11.0,26.0,-23.0,-25.0,5.0
4,119,-1.0,12.0,,-25.0,-16.0,4.0,-6.0,12.0,22.0,-12.0,-27.0,4.0
5,120,-6.0,5.0,,-27.0,3.0,1.0,-7.0,8.0,39.0,4.0,-10.0,-1.0
6,121,-7.0,-5.0,,-30.0,-2.0,-1.0,11.0,17.0,44.0,-2.0,-5.0,-1.0
7,122,2.0,-1.0,,-46.0,-51.0,11.0,26.0,8.0,87.0,-18.0,-71.0,13.0
8,123,-1.0,8.0,,-31.0,-15.0,5.0,5.0,20.0,33.0,-17.0,-26.0,5.0
9,124,-4.0,7.0,,-30.0,-15.0,5.0,2.0,12.0,18.0,-20.0,-24.0,5.0
10,125,0.0,5.0,,-31.0,-20.0,5.0,5.0,16.0,45.0,-14.0,-25.0,4.0
11,126,-7.0,10.0,,-29.0,-17.0,5.0,-6.0,13.0,4.0,-10.0,-26.0,5.0
12,127,-11.0,5.0,,-23.0,3.0,0.0,-6.0,9.0,12.0,3.0,-5.0,0.0
13,128,-6.0,1.0,,-33.0,0.0,-1.0,-7.0,9.0,20.0,4.0,-3.0,-1.0
14,129,-7.0,5.0,,-35.0,-17.0,6.0,-6.0,11.0,32.0,-16.0,-28.0,5.0
15,130,-4.0,6.0,,-28.0,-14.0,5.0,-3.0,13.0,40.0,-24.0,-26.0,5.0
16,131,1.0,7.0,,-27.0,-14.0,4.0,-3.0,8.0,58.0,-19.0,-25.0,5.0
17,132,-3.0,4.0,,-30.0,-15.0,5.0,-3.0,10.0,91.0,-20.0,-25.0,5.0
18,133,-7.0,9.0,,-30.0,-16.0,5.0,-9.0,8.0,71.0,-12.0,-26.0,5.0
19,134,-10.0,2.0,,-15.0,3.0,-1.0,-15.0,6.0,23.0,-7.0,-5.0,-1.0
20,135,-4.0,1.0,,-32.0,1.0,0.0,-8.0,9.0,7.0,-10.0,-5.0,0.0
21,136,-6.0,6.0,,-30.0,-18.0,5.0,-5.0,9.0,12.0,-24.0,-30.0,6.0
22,137,-5.0,5.0,,-30.0,-15.0,5.0,-4.0,12.0,53.0,-22.0,-27.0,5.0
23,138,-2.0,7.0,,-27.0,-18.0,4.0,-6.0,8.0,36.0,-26.0,-26.0,4.0
24,139,-6.0,-1.0,,-34.0,-20.0,6.0,-2.0,14.0,47.0,-22.0,-25.0,4.0
25,140,-6.0,9.0,,-32.0,-18.0,5.0,-12.0,8.0,4.0,-16.0,-27.0,5.0
26,141,-9.0,4.0,,-24.0,2.0,1.0,-9.0,8.0,91.0,4.0,-9.0,-1.0
27,142,-8.0,1.0,,-36.0,1.0,0.0,-12.0,8.0,44.0,-3.0,-6.0,-1.0
28,143,-2.0,8.0,,-31.0,-18.0,5.0,-4.0,13.0,32.0,-20.0,-29.0,6.0
29,144,-1.0,6.0,,-30.0,-14.0,5.0,-3.0,13.0,39.0,-24.0,-28.0,5.0
30,145,-2.0,6.0,,-31.0,-16.0,5.0,-3.0,11.0,20.0,-24.0,-26.0,5.0
31,146,-2.0,6.0,,-32.0,-15.0,5.0,0.0,14.0,30.0,-22.0,-26.0,5.0
32,147,-3.0,11.0,,-30.0,-26.0,5.0,-7.0,10.0,23.0,-14.0,-28.0,4.0
33,148,-7.0,7.0,,-23.0,3.0,-1.0,-7.0,11.0,37.0,1.0,-9.0,-2.0
34,149,-2.0,4.0,,-35.0,1.0,-1.0,-1.0,15.0,26.0,-2.0,-7.0,-1.0
35,150,1.0,9.0,,-30.0,-18.0,5.0,18.0,20.0,79.0,-13.0,-42.0,6.0
36,151,7.0,12.0,,-28.0,-14.0,4.0,28.0,27.0,83.0,-18.0,-40.0,7.0
37,152,11.0,18.0,,-26.0,-15.0,3.0,25.0,28.0,75.0,-12.0,-41.0,4.0
38,153,9.0,5.0,,-37.0,-42.0,8.0,35.0,22.0,156.0,-11.0,-68.0,9.0
39,154,-8.0,0.0,,-40.0,-54.0,10.0,5.0,6.0,91.0,-19.0,-68.0,10.0
40,155,-18.0,6.0,,-25.0,-4.0,-1.0,-19.0,2.0,22.0,-17.0,-17.0,-1.0
41,156,-9.0,2.0,,-30.0,0.0,-2.0,-18.0,0.0,-12.0,-17.0,-11.0,0.0
42,157,-1.0,11.0,,-30.0,-18.0,4.0,-2.0,12.0,24.0,-21.0,-33.0,6.0
43,158,0.0,11.0,,-28.0,-14.0,4.0,0.0,14.0,53.0,-24.0,-29.0,5.0
44,159,-6.0,7.0,,-35.0,-15.0,6.0,-4.0,12.0,27.0,-24.0,-28.0,5.0
45,160,-5.0,8.0,,-33.0,-15.0,5.0,-4.0,11.0,43.0,-25.0,-29.0,5.0
46,161,-6.0,12.0,,-30.0,-16.0,4.0,-9.0,10.0,73.0,-11.0,-29.0,4.0
47,162,-13.0,5.0,,-31.0,3.0,1.0,-13.0,5.0,70.0,1.0,-11.0,-1.0
48,163,-9.0,1.0,,-38.0,2.0,1.0,-9.0,9.0,14.0,-6.0,-8.0,0.0
49,164,-3.0,10.0,,-32.0,-17.0,5.0,-5.0,13.0,44.0,-19.0,-31.0,5.0
50,165,-2.0,7.0,,-30.0,-14.0,4.0,-2.0,13.0,75.0,-21.0,-30.0,5.0
51,166,-2.0,10.0,,-26.0,-15.0,4.0,-3.0,13.0,49.0,-20.0,-27.0,4.0
52,167,-2.0,7.0,,-31.0,-16.0,4.0,-3.0,17.0,70.0,-19.0,-27.0,4.0
53,168,-9.0,11.0,,-33.0,-18.0,5.0,-12.0,12.0,36.0,-13.0,-31.0,4.0
54,169,-8.0,12.0,,-26.0,5.0,0.0,-10.0,12.0,42.0,2.0,-10.0,-2.0
55,170,-5.0,9.0,,-26.0,4.0,-2.0,-5.0,13.0,40.0,-8.0,-4.0,-2.0
56,171,-1.0,11.0,,-29.0,-17.0,4.0,-6.0,12.0,55.0,-19.0,-31.0,5.0
57,172,-1.0,10.0,,-46.0,-17.0,5.0,-5.0,15.0,63.0,-53.0,-30.0,6.0
58,173,-3.0,8.0,,-32.0,-16.0,5.0,-5.0,12.0,52.0,-33.0,-28.0,5.0
59,174,-2.0,8.0,,-46.0,-18.0,5.0,-7.0,13.0,49.0,-54.0,-30.0,6.0
60,175,-6.0,11.0,,-35.0,-17.0,4.0,-10.0,9.0,24.0,-22.0,-31.0,4.0
61,176,-10.0,7.0,,-45.0,2.0,0.0,-16.0,7.0,21.0,-46.0,-10.0,0.0
62,177,-13.0,-1.0,,-41.0,0.0,0.0,-7.0,11.0,38.0,-19.0,-6.0,-1.0
63,178,-1.0,10.0,,-31.0,-21.0,5.0,-4.0,11.0,30.0,-18.0,-34.0,7.0
64,179,-1.0,9.0,,-34.0,-19.0,6.0,1.0,15.0,70.0,-19.0,-31.0,5.0
65,180,2.0,6.0,,-29.0,-21.0,5.0,-4.0,11.0,41.0,-19.0,-28.0,5.0
66,181,-5.0,3.0,,-36.0,-25.0,6.0,-1.0,12.0,56.0,-20.0,-30.0,5.0
67,182,-9.0,6.0,,-33.0,-27.0,5.0,-9.0,9.0,16.0,-11.0,-32.0,5.0
68,183,-15.0,0.0,,-28.0,-1.0,1.0,-10.0,8.0,17.0,-4.0,-12.0,0.0
69,184,-14.0,-3.0,,-38.0,0.0,0.0,-6.0,8.0,26.0,0.0,-6.0,-1.0
70,185,-5.0,2.0,,-36.0,-30.0,6.0,-1.0,12.0,56.0,-15.0,-34.0,6.0
71,186,-3.0,3.0,,-35.0,-28.0,6.0,-2.0,13.0,71.0,-19.0,-31.0,5.0
72,187,-7.0,1.0,,-38.0,-28.0,7.0,-6.0,9.0,46.0,-21.0,-30.0,6.0
73,188,-5.0,0.0,,-36.0,-28.0,6.0,2.0,14.0,67.0,-19.0,-31.0,5.0
74,189,-9.0,4.0,,-37.0,-30.0,5.0,-9.0,12.0,99.0,-7.0,-33.0,4.0
75,190,-13.0,6.0,,-11.0,-2.0,-1.0,-14.0,6.0,112.0,6.0,-12.0,-1.0
76,191,-14.0,2.0,,-30.0,-5.0,-2.0,-11.0,13.0,32.0,-4.0,-9.0,-1.0
77,192,-2.0,6.0,,-33.0,-31.0,5.0,-1.0,16.0,49.0,-17.0,-35.0,6.0
78,193,-3.0,4.0,,-35.0,-28.0,6.0,-1.0,15.0,64.0,-21.0,-33.0,6.0
79,194,-6.0,0.0,,-33.0,-29.0,6.0,-2.0,15.0,61.0,-19.0,-31.0,5.0
80,195,-5.0,1.0,,-35.0,-28.0,6.0,1.0,14.0,59.0,-18.0,-31.0,6.0
81,196,-13.0,-1.0,,-35.0,-32.0,6.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
82,197,-18.0,1.0,,-24.0,-3.0,0.0,-15.0,11.0,25.0,-4.0,-11.0,-1.0
83,198,-14.0,-1.0,,-29.0,-1.0,-1.0,-14.0,10.0,19.0,-6.0,-8.0,0.0
84,199,-10.0,1.0,,-34.0,-40.0,10.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
85,200,-5.0,8.0,,-39.0,-31.0,15.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
86,201,-1.0,6.0,,-32.0,-28.0,6.0,1.0,16.0,47.0,-20.0,-30.0,6.0
87,202,2.0,3.0,,-32.0,-28.0,6.0,8.0,18.0,65.0,-17.0,-29.0,5.0
88,203,-11.0,5.0,,-34.0,-29.0,6.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
89,204,-17.0,1.0,,-26.0,-2.0,1.0,-11.0,7.0,104.0,10.0,-8.0,0.0
