,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,196,-28.0,-10.0,20.0,-21.0,-44.0,8.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
1,197,-25.0,-4.0,21.0,-2.0,-5.0,-1.0,-15.0,11.0,25.0,-4.0,-11.0,-1.0
2,198,-20.0,-3.0,36.0,2.0,-3.0,-1.0,-14.0,10.0,19.0,-6.0,-8.0,0.0
3,199,-17.0,3.0,112.0,-18.0,-46.0,10.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
4,200,-20.0,2.0,77.0,-25.0,-46.0,17.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
5,201,-16.0,6.0,74.0,-17.0,-42.0,8.0,1.0,16.0,47.0,-20.0,-30.0,6.0
6,202,-16.0,1.0,67.0,-18.0,-41.0,8.0,8.0,18.0,65.0,-17.0,-29.0,5.0
7,203,-24.0,-1.0,9.0,-21.0,-42.0,8.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
8,204,-22.0,-3.0,0.0,-7.0,-4.0,0.0,-11.0,7.0,104.0,10.0,-8.0,0.0
9,205,-17.0,-5.0,19.0,-5.0,-5.0,1.0,-11.0,4.0,13.0,-6.0,-8.0,1.0
10,206,-13.0,-2.0,33.0,-19.0,-44.0,10.0,12.0,17.0,76.0,-12.0,-39.0,8.0
11,207,-8.0,3.0,76.0,-15.0,-41.0,9.0,11.0,16.0,81.0,-9.0,-38.0,6.0
12,208,-10.0,6.0,91.0,-27.0,-41.0,8.0,8.0,14.0,85.0,-46.0,-38.0,7.0
13,209,-8.0,2.0,62.0,-17.0,-40.0,8.0,11.0,17.0,79.0,-23.0,-37.0,7.0
14,210,-17.0,0.0,42.0,-14.0,-42.0,7.0,1.0,12.0,46.0,-11.0,-40.0,5.0
15,211,-18.0,-1.0,16.0,-6.0,-4.0,-1.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
16,212,-14.0,2.0,31.0,-1.0,-1.0,-1.0,-7.0,9.0,22.0,-10.0,-9.0,0.0
17,213,-7.0,3.0,73.0,-16.0,-44.0,8.0,11.0,15.0,102.0,-14.0,-43.0,6.0
18,214,-7.0,6.0,78.0,-16.0,-41.0,9.0,15.0,17.0,91.0,-18.0,-40.0,7.0
