,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,196,-13.0,3.0,,-38.0,-36.0,7.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
1,197,-12.0,6.0,,-21.0,-6.0,0.0,-15.0,11.0,25.0,-4.0,-11.0,-1.0
2,198,-5.0,4.0,,-13.0,-6.0,,-14.0,10.0,19.0,-6.0,-8.0,0.0
3,199,-4.0,11.0,,-19.0,-44.0,9.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
4,200,-6.0,15.0,,-33.0,-36.0,15.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
5,201,-1.0,18.0,,-28.0,-32.0,7.0,1.0,16.0,47.0,-20.0,-30.0,6.0
6,202,1.0,14.0,,-29.0,-32.0,7.0,8.0,18.0,65.0,-17.0,-29.0,5.0
7,203,-9.0,10.0,,-37.0,-34.0,6.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
8,204,-16.0,4.0,,-28.0,-9.0,2.0,-11.0,7.0,104.0,10.0,-8.0,0.0
9,205,-10.0,-3.0,,-33.0,-7.0,,-11.0,4.0,13.0,-6.0,-8.0,1.0
10,206,0.0,14.0,,-30.0,-33.0,7.0,12.0,17.0,76.0,-12.0,-39.0,8.0
11,207,4.0,15.0,,-29.0,-31.0,6.0,11.0,16.0,81.0,-9.0,-38.0,6.0
12,208,5.0,15.0,,-48.0,-31.0,7.0,8.0,14.0,85.0,-46.0,-38.0,7.0
13,209,4.0,15.0,,-32.0,-31.0,6.0,11.0,17.0,79.0,-23.0,-37.0,7.0
14,210,0.0,15.0,,-27.0,-33.0,6.0,1.0,12.0,46.0,-11.0,-40.0,5.0
15,211,-5.0,7.0,,-17.0,-7.0,1.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
16,212,7.0,7.0,,-10.0,-6.0,,-7.0,9.0,22.0,-10.0,-9.0,0.0
17,213,6.0,14.0,,-24.0,-35.0,6.0,11.0,15.0,102.0,-14.0,-43.0,6.0
18,214,-1.0,14.0,,-32.0,-30.0,7.0,15.0,17.0,91.0,-18.0,-40.0,7.0
19,215,-2.0,17.0,,-36.0,-30.0,7.0,9.0,14.0,79.0,-16.0,-38.0,6.0
20,216,4.0,16.0,,-24.0,-28.0,6.0,14.0,18.0,71.0,-17.0,-40.0,6.0
21,217,-4.0,16.0,,-29.0,-32.0,6.0,-3.0,9.0,27.0,-16.0,-41.0,5.0
22,218,-10.0,9.0,,-21.0,-7.0,1.0,-11.0,7.0,23.0,-5.0,-13.0,-1.0
23,219,-1.0,6.0,,-19.0,-6.0,,-7.0,9.0,41.0,-2.0,-13.0,-1.0
24,220,6.0,19.0,,-22.0,-33.0,6.0,11.0,17.0,73.0,-14.0,-43.0,6.0
25,221,-1.0,15.0,,-22.0,-30.0,5.0,13.0,19.0,84.0,-17.0,-40.0,5.0
26,222,2.0,20.0,,-25.0,-27.0,5.0,7.0,14.0,61.0,-21.0,-40.0,6.0
27,223,4.0,19.0,,-21.0,-29.0,5.0,5.0,15.0,63.0,-20.0,-40.0,6.0
28,224,-7.0,19.0,,-21.0,-34.0,5.0,-8.0,9.0,30.0,-15.0,-42.0,5.0
29,225,-9.0,13.0,,-7.0,-5.0,-1.0,-20.0,1.0,10.0,-30.0,-16.0,0.0
30,226,-2.0,8.0,,-8.0,-6.0,,-12.0,6.0,23.0,-14.0,-15.0,0.0
31,227,-1.0,14.0,,-29.0,-28.0,8.0,8.0,15.0,59.0,-16.0,-42.0,8.0
32,228,4.0,21.0,,-29.0,-26.0,8.0,13.0,17.0,68.0,-18.0,-41.0,9.0
33,229,4.0,23.0,,-27.0,-23.0,8.0,12.0,13.0,159.0,-9.0,-38.0,8.0
34,230,-2.0,19.0,,-42.0,-23.0,9.0,10.0,15.0,178.0,-48.0,-40.0,9.0
35,231,-4.0,15.0,,-33.0,-25.0,8.0,-3.0,10.0,113.0,-10.0,-41.0,7.0
36,232,-7.0,11.0,,-41.0,-7.0,4.0,-13.0,6.0,79.0,-39.0,-15.0,2.0
37,233,4.0,7.0,,-20.0,-4.0,,-7.0,6.0,31.0,-14.0,-12.0,0.0
38,234,-2.0,16.0,,-30.0,-27.0,8.0,11.0,15.0,60.0,-15.0,-44.0,9.0
39,235,-3.0,17.0,,-26.0,-23.0,8.0,14.0,18.0,83.0,-17.0,-41.0,8.0
40,236,1.0,17.0,,-27.0,-23.0,8.0,11.0,14.0,55.0,-20.0,-40.0,8.0
41,237,2.0,19.0,,-27.0,-24.0,7.0,12.0,17.0,51.0,-21.0,-40.0,8.0
42,238,-2.0,19.0,,-25.0,-25.0,7.0,-1.0,13.0,38.0,-15.0,-43.0,7.0
43,239,-3.0,9.0,,-12.0,-5.0,2.0,-13.0,4.0,23.0,-8.0,-17.0,0.0
44,240,5.0,9.0,,-14.0,-3.0,,3.0,9.0,79.0,-7.0,-15.0,-1.0
45,241,4.0,21.0,,-22.0,-28.0,7.0,30.0,10.0,72.0,-18.0,-74.0,12.0
46,242,-1.0,19.0,,-25.0,-22.0,5.0,15.0,18.0,52.0,-21.0,-41.0,6.0
47,243,3.0,23.0,,-27.0,-21.0,6.0,9.0,12.0,43.0,-24.0,-40.0,7.0
48,244,-1.0,17.0,,-21.0,-21.0,4.0,9.0,10.0,50.0,-24.0,-39.0,5.0
49,245,-3.0,17.0,,-27.0,-23.0,4.0,-4.0,5.0,15.0,-20.0,-40.0,4.0
50,246,-10.0,3.0,,-24.0,-13.0,2.0,-12.0,1.0,-9.0,-17.0,-16.0,0.0
51,247,3.0,8.0,,-22.0,-8.0,,-9.0,5.0,55.0,-12.0,-15.0,0.0
52,248,-1.0,16.0,,-22.0,-25.0,4.0,4.0,12.0,31.0,-21.0,-38.0,5.0
53,249,-8.0,12.0,,-29.0,-23.0,5.0,0.0,10.0,26.0,-28.0,-36.0,5.0
54,250,-4.0,16.0,,-35.0,-21.0,6.0,-3.0,4.0,22.0,-26.0,-33.0,5.0
55,251,-5.0,12.0,,-31.0,-21.0,5.0,-4.0,6.0,14.0,-27.0,-34.0,6.0
56,252,-7.0,14.0,,-34.0,-23.0,5.0,-14.0,4.0,-2.0,-21.0,-34.0,6.0
57,253,-4.0,8.0,,-15.0,-2.0,1.0,-12.0,5.0,-3.0,-11.0,-15.0,0.0
58,254,-4.0,7.0,,-20.0,-3.0,,-10.0,9.0,21.0,-4.0,-11.0,0.0
59,255,-4.0,11.0,,-26.0,-23.0,5.0,-6.0,7.0,16.0,-22.0,-36.0,6.0
60,256,-6.0,12.0,,-25.0,-21.0,4.0,-2.0,11.0,49.0,-23.0,-34.0,4.0
61,257,-5.0,11.0,,-29.0,-21.0,4.0,-8.0,4.0,33.0,-21.0,-32.0,4.0
62,258,-2.0,16.0,,-27.0,-21.0,4.0,-4.0,10.0,44.0,-33.0,-32.0,5.0
63,259,-3.0,19.0,,-27.0,-23.0,3.0,-10.0,8.0,22.0,-17.0,-33.0,4.0
64,260,-6.0,12.0,,-22.0,-5.0,1.0,-7.0,12.0,18.0,-9.0,-13.0,-1.0
65,261,9.0,22.0,,-9.0,-5.0,,4.0,31.0,26.0,-14.0,-10.0,-1.0
66,262,-55.0,-43.0,,-55.0,-70.0,19.0,-66.0,-63.0,-3.0,-51.0,-80.0,21.0
67,263,-4.0,29.0,,-29.0,-21.0,4.0,1.0,27.0,33.0,-22.0,-33.0,5.0
68,264,-4.0,19.0,,-30.0,-21.0,5.0,-2.0,11.0,19.0,-22.0,-32.0,5.0
69,265,-4.0,17.0,,-30.0,-23.0,5.0,-4.0,10.0,20.0,-22.0,-33.0,5.0
70,266,-7.0,12.0,,-36.0,-39.0,6.0,-8.0,12.0,25.0,-13.0,-34.0,4.0
71,267,-9.0,6.0,,-24.0,-7.0,0.0,-4.0,17.0,26.0,4.0,-15.0,0.0
72,268,-9.0,-2.0,,-25.0,-11.0,,-3.0,22.0,33.0,-4.0,-12.0,0.0
73,269,-4.0,4.0,,-39.0,-54.0,10.0,0.0,12.0,16.0,-19.0,-34.0,6.0
74,270,-7.0,18.0,,-30.0,-23.0,6.0,2.0,17.0,39.0,-21.0,-32.0,5.0
75,271,-2.0,17.0,,-31.0,-21.0,5.0,-2.0,12.0,9.0,-21.0,-31.0,5.0
76,272,-3.0,16.0,,-27.0,-21.0,5.0,0.0,14.0,5.0,-22.0,-31.0,5.0
77,273,-12.0,11.0,,-36.0,-26.0,6.0,-9.0,8.0,-21.0,-15.0,-33.0,5.0
78,274,-7.0,10.0,,-49.0,-7.0,2.0,-3.0,17.0,0.0,-49.0,-16.0,1.0
79,275,3.0,7.0,,-23.0,-5.0,,-5.0,18.0,7.0,-9.0,-11.0,0.0
80,276,-8.0,13.0,,-27.0,-25.0,5.0,-3.0,13.0,10.0,-18.0,-33.0,6.0
81,277,-14.0,11.0,,-35.0,-23.0,6.0,-5.0,12.0,12.0,-22.0,-31.0,5.0
82,278,-11.0,9.0,,-38.0,-21.0,7.0,-8.0,7.0,-17.0,-53.0,-31.0,7.0
83,279,-10.0,10.0,,-34.0,-20.0,6.0,-1.0,11.0,17.0,-22.0,-29.0,5.0
84,280,-11.0,13.0,,-35.0,-22.0,6.0,-8.0,5.0,43.0,-12.0,-32.0,5.0
85,281,-6.0,7.0,,-47.0,0.0,2.0,-4.0,10.0,64.0,-39.0,-14.0,0.0
86,282,-9.0,-3.0,,-37.0,-4.0,,-8.0,11.0,2.0,-14.0,-14.0,1.0
87,283,-4.0,12.0,,-43.0,-25.0,5.0,-4.0,10.0,11.0,-21.0,-33.0,6.0
88,284,-6.0,12.0,,-31.0,-21.0,5.0,1.0,12.0,21.0,-21.0,-30.0,5.0
89,285,-10.0,11.0,,-30.0,-20.0,6.0,-4.0,5.0,-3.0,-19.0,-29.0,5.0
