,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,196,-20.0,1.0,17.0,-27.0,-41.0,7.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
1,197,-26.0,4.0,44.0,-20.0,-11.0,0.0,-15.0,11.0,25.0,-4.0,-11.0,-1.0
2,198,-18.0,1.0,-8.0,-19.0,-7.0,1.0,-14.0,10.0,19.0,-6.0,-8.0,0.0
3,199,-9.0,11.0,68.0,-22.0,-41.0,9.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
4,200,-14.0,10.0,32.0,-21.0,-40.0,14.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
5,201,-14.0,13.0,34.0,-22.0,-37.0,7.0,1.0,16.0,47.0,-20.0,-30.0,6.0
6,202,-17.0,13.0,50.0,-22.0,-38.0,7.0,8.0,18.0,65.0,-17.0,-29.0,5.0
7,203,-17.0,7.0,32.0,-26.0,-40.0,6.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
8,204,-27.0,2.0,16.0,-23.0,-10.0,1.0,-11.0,7.0,104.0,10.0,-8.0,0.0
9,205,-18.0,0.0,20.0,-16.0,-6.0,0.0,-11.0,4.0,13.0,-6.0,-8.0,1.0
10,206,-8.0,10.0,0.0,-22.0,-39.0,8.0,12.0,17.0,76.0,-12.0,-39.0,8.0
11,207,-5.0,14.0,26.0,-19.0,-37.0,6.0,11.0,16.0,81.0,-9.0,-38.0,6.0
12,208,-11.0,14.0,25.0,-30.0,-37.0,7.0,8.0,14.0,85.0,-46.0,-38.0,7.0
13,209,-12.0,15.0,36.0,-23.0,-38.0,7.0,11.0,17.0,79.0,-23.0,-37.0,7.0
14,210,-10.0,11.0,39.0,-24.0,-39.0,6.0,1.0,12.0,46.0,-11.0,-40.0,5.0
15,211,-19.0,5.0,14.0,-19.0,-11.0,0.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
16,212,-12.0,4.0,12.0,-16.0,-3.0,-1.0,-7.0,9.0,22.0,-10.0,-9.0,0.0
17,213,-4.0,13.0,54.0,-21.0,-41.0,6.0,11.0,15.0,102.0,-14.0,-43.0,6.0
18,214,-8.0,15.0,50.0,-19.0,-38.0,6.0,15.0,17.0,91.0,-18.0,-40.0,7.0
19,215,-12.0,18.0,29.0,-19.0,-36.0,7.0,9.0,14.0,79.0,-16.0,-38.0,6.0
20,216,-12.0,15.0,27.0,-20.0,-37.0,6.0,14.0,18.0,71.0,-17.0,-40.0,6.0
21,217,-16.0,8.0,24.0,-25.0,-40.0,6.0,-3.0,9.0,27.0,-16.0,-41.0,5.0
22,218,-23.0,5.0,21.0,-17.0,-14.0,1.0,-11.0,7.0,23.0,-5.0,-13.0,-1.0
23,219,-17.0,4.0,27.0,-14.0,-4.0,-1.0,-7.0,9.0,41.0,-2.0,-13.0,-1.0
24,220,-4.0,14.0,62.0,-21.0,-39.0,6.0,11.0,17.0,73.0,-14.0,-43.0,6.0
25,221,-10.0,13.0,54.0,-18.0,-37.0,5.0,13.0,19.0,84.0,-17.0,-40.0,5.0
26,222,-10.0,18.0,66.0,-21.0,-36.0,5.0,7.0,14.0,61.0,-21.0,-40.0,6.0
27,223,-13.0,18.0,94.0,-20.0,-36.0,5.0,5.0,15.0,63.0,-20.0,-40.0,6.0
28,224,-14.0,11.0,29.0,-25.0,-38.0,6.0,-8.0,9.0,30.0,-15.0,-42.0,5.0
29,225,-19.0,7.0,65.0,-8.0,-12.0,-2.0,-20.0,1.0,10.0,-30.0,-16.0,0.0
30,226,-14.0,6.0,25.0,-10.0,-3.0,0.0,-12.0,6.0,23.0,-14.0,-15.0,0.0
31,227,-7.0,14.0,6.0,-19.0,-39.0,10.0,8.0,15.0,59.0,-16.0,-42.0,8.0
32,228,-10.0,12.0,-7.0,-19.0,-37.0,9.0,13.0,17.0,68.0,-18.0,-41.0,9.0
33,229,-10.0,15.0,40.0,-19.0,-34.0,8.0,12.0,13.0,159.0,-9.0,-38.0,8.0
34,230,-12.0,17.0,36.0,-28.0,-35.0,9.0,10.0,15.0,178.0,-48.0,-40.0,9.0
