,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,199,-17.0,30.0,,-9.0,-44.0,10.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
1,200,-15.0,27.0,,-2.0,-38.0,16.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
2,201,-7.0,33.0,,-3.0,-35.0,7.0,1.0,16.0,47.0,-20.0,-30.0,6.0
3,202,-5.0,31.0,,-8.0,-36.0,7.0,8.0,18.0,65.0,-17.0,-29.0,5.0
4,203,-13.0,25.0,,-15.0,-37.0,6.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
5,204,-20.0,24.0,68.0,,-9.0,2.0,-11.0,7.0,104.0,10.0,-8.0,0.0
6,205,-17.0,24.0,,,-7.0,2.0,-11.0,4.0,13.0,-6.0,-8.0,1.0
7,206,-2.0,37.0,,-12.0,-36.0,7.0,12.0,17.0,76.0,-12.0,-39.0,8.0
8,207,0.0,31.0,,-1.0,-34.0,6.0,11.0,16.0,81.0,-9.0,-38.0,6.0
9,208,0.0,34.0,,-16.0,-35.0,7.0,8.0,14.0,85.0,-46.0,-38.0,7.0
10,209,3.0,34.0,,-9.0,-35.0,7.0,11.0,17.0,79.0,-23.0,-37.0,7.0
11,210,-6.0,32.0,,-9.0,-35.0,5.0,1.0,12.0,46.0,-11.0,-40.0,5.0
12,211,-15.0,30.0,,,-8.0,0.0,-12.0,5.0,9.0,-23.0,-12.0,0.0
13,212,-8.0,31.0,,,-1.0,-1.0,-7.0,9.0,22.0,-10.0,-9.0,0.0
14,213,-1.0,30.0,,-8.0,-39.0,7.0,11.0,15.0,102.0,-14.0,-43.0,6.0
15,214,0.0,36.0,,-5.0,-33.0,7.0,15.0,17.0,91.0,-18.0,-40.0,7.0
16,215,1.0,36.0,,-9.0,-32.0,8.0,9.0,14.0,79.0,-16.0,-38.0,6.0
17,216,-1.0,32.0,,-7.0,-33.0,6.0,14.0,18.0,71.0,-17.0,-40.0,6.0
18,217,-11.0,30.0,,-12.0,-35.0,6.0,-3.0,9.0,27.0,-16.0,-41.0,5.0
19,218,-11.0,28.0,,,-7.0,0.0,-11.0,7.0,23.0,-5.0,-13.0,-1.0
20,219,-14.0,30.0,,,-5.0,0.0,-7.0,9.0,41.0,-2.0,-13.0,-1.0
21,220,-3.0,37.0,,-9.0,-34.0,5.0,11.0,17.0,73.0,-14.0,-43.0,6.0
22,221,-4.0,31.0,,-3.0,-32.0,5.0,13.0,19.0,84.0,-17.0,-40.0,5.0
23,222,-7.0,34.0,,-4.0,-32.0,6.0,7.0,14.0,61.0,-21.0,-40.0,6.0
24,223,-7.0,33.0,,-9.0,-33.0,6.0,5.0,15.0,63.0,-20.0,-40.0,6.0
25,224,-17.0,30.0,,-7.0,-33.0,5.0,-8.0,9.0,30.0,-15.0,-42.0,5.0
26,225,-29.0,23.0,,,-7.0,-1.0,-20.0,1.0,10.0,-30.0,-16.0,0.0
27,226,-19.0,29.0,,,-4.0,1.0,-12.0,6.0,23.0,-14.0,-15.0,0.0
28,227,3.0,43.0,,-8.0,-30.0,9.0,8.0,15.0,59.0,-16.0,-42.0,8.0
29,228,1.0,36.0,,-2.0,-27.0,8.0,13.0,17.0,68.0,-18.0,-41.0,9.0
30,229,-5.0,34.0,,-3.0,-23.0,8.0,12.0,13.0,159.0,-9.0,-38.0,8.0
31,230,-5.0,31.0,,-14.0,-27.0,9.0,10.0,15.0,178.0,-48.0,-40.0,9.0
32,231,-11.0,30.0,,-8.0,-25.0,8.0,-3.0,10.0,113.0,-10.0,-41.0,7.0
33,232,-10.0,29.0,,,-6.0,3.0,-13.0,6.0,79.0,-39.0,-15.0,2.0
34,233,-8.0,31.0,,,-1.0,2.0,-7.0,6.0,31.0,-14.0,-12.0,0.0
35,234,-7.0,30.0,,-5.0,-26.0,9.0,11.0,15.0,60.0,-15.0,-44.0,9.0
36,235,-8.0,29.0,,3.0,-25.0,8.0,14.0,18.0,83.0,-17.0,-41.0,8.0
37,236,-7.0,30.0,,4.0,-24.0,8.0,11.0,14.0,55.0,-20.0,-40.0,8.0
38,237,-5.0,29.0,,-1.0,-26.0,8.0,12.0,17.0,51.0,-21.0,-40.0,8.0
39,238,-9.0,30.0,,-4.0,-26.0,7.0,-1.0,13.0,38.0,-15.0,-43.0,7.0
40,239,-14.0,24.0,,,-7.0,1.0,-13.0,4.0,23.0,-8.0,-17.0,0.0
41,240,-15.0,27.0,,,-3.0,1.0,3.0,9.0,79.0,-7.0,-15.0,-1.0
42,241,0.0,33.0,,-5.0,-31.0,7.0,30.0,10.0,72.0,-18.0,-74.0,12.0
43,242,-8.0,26.0,,1.0,-24.0,6.0,15.0,18.0,52.0,-21.0,-41.0,6.0
44,243,-5.0,28.0,,-2.0,-23.0,6.0,9.0,12.0,43.0,-24.0,-40.0,7.0
45,244,-7.0,27.0,,0.0,-25.0,5.0,9.0,10.0,50.0,-24.0,-39.0,5.0
46,245,-12.0,27.0,,-1.0,-25.0,4.0,-4.0,5.0,15.0,-20.0,-40.0,4.0
47,246,-12.0,19.0,46.0,,-12.0,2.0,-12.0,1.0,-9.0,-17.0,-16.0,0.0
48,247,-11.0,31.0,,,-4.0,1.0,-9.0,5.0,55.0,-12.0,-15.0,0.0
49,248,-8.0,28.0,,3.0,-27.0,4.0,4.0,12.0,31.0,-21.0,-38.0,5.0
50,249,-12.0,20.0,,6.0,-26.0,5.0,0.0,10.0,26.0,-28.0,-36.0,5.0
51,250,-10.0,22.0,,7.0,-24.0,6.0,-3.0,4.0,22.0,-26.0,-33.0,5.0
52,251,-9.0,21.0,,-2.0,-26.0,6.0,-4.0,6.0,14.0,-27.0,-34.0,6.0
53,252,-9.0,23.0,,1.0,-27.0,5.0,-14.0,4.0,-2.0,-21.0,-34.0,6.0
54,253,-14.0,21.0,,,-7.0,1.0,-12.0,5.0,-3.0,-11.0,-15.0,0.0
55,254,-15.0,22.0,,,1.0,1.0,-10.0,9.0,21.0,-4.0,-11.0,0.0
56,255,-9.0,25.0,,4.0,-26.0,5.0,-6.0,7.0,16.0,-22.0,-36.0,6.0
57,256,-10.0,21.0,,6.0,-25.0,4.0,-2.0,11.0,49.0,-23.0,-34.0,4.0
58,257,-11.0,21.0,,7.0,-24.0,5.0,-8.0,4.0,33.0,-21.0,-32.0,4.0
59,258,-8.0,22.0,,3.0,-26.0,5.0,-4.0,10.0,44.0,-33.0,-32.0,5.0
60,259,-12.0,24.0,,-3.0,-26.0,4.0,-10.0,8.0,22.0,-17.0,-33.0,4.0
61,260,-12.0,22.0,,,-7.0,0.0,-7.0,12.0,18.0,-9.0,-13.0,-1.0
62,261,-4.0,36.0,,,-2.0,-1.0,4.0,31.0,26.0,-14.0,-10.0,-1.0
63,262,-67.0,-57.0,,-18.0,-72.0,20.0,-66.0,-63.0,-3.0,-51.0,-80.0,21.0
64,263,-6.0,40.0,,6.0,-23.0,4.0,1.0,27.0,33.0,-22.0,-33.0,5.0
65,264,-9.0,25.0,,9.0,-23.0,5.0,-2.0,11.0,19.0,-22.0,-32.0,5.0
66,265,-1.0,29.0,,2.0,-26.0,5.0,-4.0,10.0,20.0,-22.0,-33.0,5.0
67,266,-8.0,25.0,,2.0,-41.0,6.0,-8.0,12.0,25.0,-13.0,-34.0,4.0
68,267,-17.0,22.0,,,-10.0,0.0,-4.0,17.0,26.0,4.0,-15.0,0.0
69,268,-14.0,19.0,,,-7.0,0.0,-3.0,22.0,33.0,-4.0,-12.0,0.0
70,269,5.0,26.0,,-4.0,-54.0,9.0,0.0,12.0,16.0,-19.0,-34.0,6.0
71,270,-9.0,29.0,,4.0,-24.0,5.0,2.0,17.0,39.0,-21.0,-32.0,5.0
72,271,-8.0,29.0,,5.0,-24.0,5.0,-2.0,12.0,9.0,-21.0,-31.0,5.0
73,272,-3.0,29.0,,2.0,-24.0,5.0,0.0,14.0,5.0,-22.0,-31.0,5.0
74,273,-12.0,24.0,,-4.0,-26.0,6.0,-9.0,8.0,-21.0,-15.0,-33.0,5.0
75,274,-9.0,32.0,27.0,,-7.0,2.0,-3.0,17.0,0.0,-49.0,-16.0,1.0
76,275,-9.0,32.0,,,0.0,0.0,-5.0,18.0,7.0,-9.0,-11.0,0.0
77,276,-5.0,33.0,,3.0,-24.0,5.0,-3.0,13.0,10.0,-18.0,-33.0,6.0
78,277,-13.0,25.0,15.0,3.0,-23.0,6.0,-5.0,12.0,12.0,-22.0,-31.0,5.0
79,278,-10.0,24.0,,0.0,-23.0,6.0,-8.0,7.0,-17.0,-53.0,-31.0,7.0
80,279,-12.0,18.0,18.0,-3.0,-23.0,6.0,-1.0,11.0,17.0,-22.0,-29.0,5.0
81,280,-15.0,22.0,,-3.0,-25.0,6.0,-8.0,5.0,43.0,-12.0,-32.0,5.0
82,281,-8.0,24.0,63.0,,-7.0,1.0,-4.0,10.0,64.0,-39.0,-14.0,0.0
83,282,-12.0,19.0,,,-3.0,2.0,-8.0,11.0,2.0,-14.0,-14.0,1.0
84,283,-8.0,27.0,,-11.0,-26.0,6.0,-4.0,10.0,11.0,-21.0,-33.0,6.0
85,284,-10.0,22.0,,4.0,-22.0,5.0,1.0,12.0,21.0,-21.0,-30.0,5.0
86,285,-9.0,22.0,,5.0,-23.0,5.0,-4.0,5.0,-3.0,-19.0,-29.0,5.0
87,286,-4.0,25.0,,-2.0,-24.0,5.0,-1.0,11.0,22.0,-21.0,-30.0,5.0
88,287,-10.0,27.0,,-7.0,-25.0,5.0,-5.0,9.0,-5.0,-11.0,-30.0,5.0
89,288,-8.0,24.0,30.0,,-9.0,2.0,-4.0,12.0,-3.0,-2.0,-14.0,1.0
