,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,139,,,,,-13.0,,,,,,,
1,140,,,,,-14.0,,,,,,,
2,143,,,,,-13.0,,,,,,,
3,144,,,,,-9.0,,,,,,,
4,145,,,,,-13.0,,,,,,,
5,146,,,,,-14.0,,,,,,,
6,147,,,,,-25.0,,,,,,,
7,150,,,,,-14.0,,,,,,,
8,151,,,,,-8.0,,,,,,,
9,152,,,,,-11.0,,,,,,,
10,153,,,,,-20.0,,,,,,,
11,154,,,,,-42.0,,,,,,,
12,157,,,,,-19.0,,,,,,,
13,158,,,,,-10.0,,,,,,,
14,159,,,,,-15.0,,,,,,,
15,160,,,,,-14.0,,,,,,,
16,161,,,,,-15.0,,,,,,,
17,164,,,,,-17.0,,,,,,,
18,165,,,,,-12.0,,,,,,,
19,166,,,,,-15.0,,,,,,,
20,167,,,,,-16.0,,,,,,,
21,168,,,,,-19.0,,,,,,,
22,171,,,,,-15.0,,,,,,,
23,172,,,,,-10.0,,,,,,,
24,173,,,,,-17.0,,,,,,,
25,174,,,,,-17.0,,,,,,,
26,175,,,,,-16.0,,-10.0,9.0,24.0,-22.0,-31.0,4.0
27,176,,,,,,,-16.0,7.0,21.0,-46.0,-10.0,0.0
28,177,,,,,,,-7.0,11.0,38.0,-19.0,-6.0,-1.0
29,178,,,,,-16.0,,-4.0,11.0,30.0,-18.0,-34.0,7.0
30,179,,,,,-9.0,,1.0,15.0,70.0,-19.0,-31.0,5.0
31,180,,,,,-12.0,,-4.0,11.0,41.0,-19.0,-28.0,5.0
32,181,,,,,-14.0,,-1.0,12.0,56.0,-20.0,-30.0,5.0
33,182,,,,,-16.0,,-9.0,9.0,16.0,-11.0,-32.0,5.0
34,183,,,,,,,-10.0,8.0,17.0,-4.0,-12.0,0.0
35,184,,,,,,,-6.0,8.0,26.0,0.0,-6.0,-1.0
36,185,,,,,-29.0,,-1.0,12.0,56.0,-15.0,-34.0,6.0
37,186,,,,,-25.0,,-2.0,13.0,71.0,-19.0,-31.0,5.0
38,187,,,,,-29.0,,-6.0,9.0,46.0,-21.0,-30.0,6.0
39,188,,,,,-28.0,,2.0,14.0,67.0,-19.0,-31.0,5.0
40,189,,,,,-30.0,,-9.0,12.0,99.0,-7.0,-33.0,4.0
41,190,,,,,,,-14.0,6.0,112.0,6.0,-12.0,-1.0
42,191,,,,,,,-11.0,13.0,32.0,-4.0,-9.0,-1.0
43,192,,,,,-35.0,,-1.0,16.0,49.0,-17.0,-35.0,6.0
44,193,,,,,-31.0,,-1.0,15.0,64.0,-21.0,-33.0,6.0
45,194,,,,,-28.0,,-2.0,15.0,61.0,-19.0,-31.0,5.0
46,195,,,,,-29.0,,1.0,14.0,59.0,-18.0,-31.0,6.0
47,196,,,,,-30.0,,-13.0,4.0,33.0,-16.0,-32.0,5.0
48,197,,,,,,,-15.0,11.0,25.0,-4.0,-11.0,-1.0
49,198,,,,,,,-14.0,10.0,19.0,-6.0,-8.0,0.0
50,199,,,,,-30.0,,-8.0,11.0,33.0,-28.0,-36.0,11.0
51,200,,,,,-28.0,,-11.0,6.0,16.0,-50.0,-38.0,18.0
52,201,,,,,-31.0,,1.0,16.0,47.0,-20.0,-30.0,6.0
53,202,,,,,-31.0,,8.0,18.0,65.0,-17.0,-29.0,5.0
54,203,,,,,-33.0,,-3.0,11.0,138.0,-7.0,-32.0,5.0
55,204,,,,,,,-11.0,7.0,104.0,10.0,-8.0,0.0
56,205,,,,,,,-11.0,4.0,13.0,-6.0,-8.0,1.0
57,206,,,,,-30.0,,12.0,17.0,76.0,-12.0,-39.0,8.0
58,207,,,,,-24.0,,11.0,16.0,81.0,-9.0,-38.0,6.0
59,208,,,,,-30.0,,8.0,14.0,85.0,-46.0,-38.0,7.0
60,209,,,,,-31.0,,11.0,17.0,79.0,-23.0,-37.0,7.0
61,210,,,,,-33.0,,1.0,12.0,46.0,-11.0,-40.0,5.0
62,211,,,,,,,-12.0,5.0,9.0,-23.0,-12.0,0.0
63,212,,,,,,,-7.0,9.0,22.0,-10.0,-9.0,0.0
64,213,,,,,-31.0,,11.0,15.0,102.0,-14.0,-43.0,6.0
65,214,,,,,-28.0,,15.0,17.0,91.0,-18.0,-40.0,7.0
66,215,,,,,-28.0,,9.0,14.0,79.0,-16.0,-38.0,6.0
67,216,,,,,-31.0,,14.0,18.0,71.0,-17.0,-40.0,6.0
68,217,,,,,-31.0,,-3.0,9.0,27.0,-16.0,-41.0,5.0
69,218,,,,,,,-11.0,7.0,23.0,-5.0,-13.0,-1.0
70,219,,,,,,,-7.0,9.0,41.0,-2.0,-13.0,-1.0
71,220,,,,,-28.0,,11.0,17.0,73.0,-14.0,-43.0,6.0
72,221,,,,,-24.0,,13.0,19.0,84.0,-17.0,-40.0,5.0
73,222,,,,,-27.0,,7.0,14.0,61.0,-21.0,-40.0,6.0
74,223,,,,,-23.0,,5.0,15.0,63.0,-20.0,-40.0,6.0
75,224,,,,,-25.0,,-8.0,9.0,30.0,-15.0,-42.0,5.0
76,225,,,,,,,-20.0,1.0,10.0,-30.0,-16.0,0.0
77,226,,,,,,,-12.0,6.0,23.0,-14.0,-15.0,0.0
78,227,,,,,-19.0,,8.0,15.0,59.0,-16.0,-42.0,8.0
79,228,,,,,-14.0,,13.0,17.0,68.0,-18.0,-41.0,9.0
80,229,,,,,-9.0,,12.0,13.0,159.0,-9.0,-38.0,8.0
81,230,,,,,-9.0,,10.0,15.0,178.0,-48.0,-40.0,9.0
82,231,,,,,-12.0,,-3.0,10.0,113.0,-10.0,-41.0,7.0
83,232,,,,,,,-13.0,6.0,79.0,-39.0,-15.0,2.0
84,233,,,,,,,-7.0,6.0,31.0,-14.0,-12.0,0.0
85,234,,,,,-13.0,,11.0,15.0,60.0,-15.0,-44.0,9.0
86,235,,,,,-8.0,,14.0,18.0,83.0,-17.0,-41.0,8.0
87,236,,,,,-10.0,,11.0,14.0,55.0,-20.0,-40.0,8.0
88,237,,,,,-10.0,,12.0,17.0,51.0,-21.0,-40.0,8.0
89,238,,,,,-16.0,,-1.0,13.0,38.0,-15.0,-43.0,7.0
90,239,,,,,,,-13.0,4.0,23.0,-8.0,-17.0,0.0
91,240,,,,,,,3.0,9.0,79.0,-7.0,-15.0,-1.0
92,241,,,,,-15.0,,30.0,10.0,72.0,-18.0,-74.0,12.0
93,242,,,,,-7.0,,15.0,18.0,52.0,-21.0,-41.0,6.0
94,243,,,,,-10.0,,9.0,12.0,43.0,-24.0,-40.0,7.0
95,244,,,,,-12.0,,9.0,10.0,50.0,-24.0,-39.0,5.0
96,245,,,,,-11.0,,-4.0,5.0,15.0,-20.0,-40.0,4.0
97,246,,,,,,,-12.0,1.0,-9.0,-17.0,-16.0,0.0
98,247,,,,,,,-9.0,5.0,55.0,-12.0,-15.0,0.0
